id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,Age_Group,Alto_Riesgo
267207,male,41,1,6.0,0,1-2 year,yes,47754.0,124.0,99,0,41-50 años,1
267209,female,29,1,28.0,0,< 1 year,yes,54046.0,26.0,226,0,20-30 años,1
267212,female,44,1,28.0,0,> 2 years,yes,42044.0,26.0,152,0,41-50 años,1
267213,female,23,1,37.0,0,< 1 year,yes,2630.0,152.0,240,0,20-30 años,1
267214,female,46,1,48.0,0,1-2 year,yes,2630.0,26.0,67,1,41-50 años,1
267216,female,37,1,8.0,0,1-2 year,yes,36407.0,124.0,230,0,31-40 años,1
267218,male,58,1,28.0,0,1-2 year,yes,47502.0,26.0,256,1,51-60 años,1
267224,male,47,1,28.0,0,1-2 year,yes,43485.0,26.0,273,1,41-50 años,1
267226,male,41,1,8.0,0,1-2 year,yes,31392.0,124.0,207,1,41-50 años,1
267231,male,53,1,0.0,0,1-2 year,yes,2630.0,26.0,145,0,51-60 años,1
267233,male,66,1,15.0,0,1-2 year,yes,26750.0,26.0,67,1,60+ años,1
267234,male,59,1,28.0,0,1-2 year,yes,36591.0,26.0,175,1,51-60 años,1
267235,female,43,1,15.0,0,1-2 year,yes,32926.0,156.0,215,1,41-50 años,1
267240,male,40,1,45.0,0,1-2 year,yes,33167.0,29.0,71,1,31-40 años,1
267241,female,22,1,15.0,0,< 1 year,yes,38289.0,152.0,225,0,20-30 años,1
267243,male,38,1,40.0,0,1-2 year,yes,30747.0,124.0,92,0,31-40 años,1
267244,female,22,1,46.0,0,< 1 year,yes,30630.0,152.0,102,0,20-30 años,1
267246,male,60,1,13.0,0,1-2 year,yes,26909.0,26.0,89,0,51-60 años,1
267249,female,40,1,9.0,0,1-2 year,yes,34394.0,26.0,154,0,31-40 años,1
267251,female,31,1,30.0,0,< 1 year,yes,2630.0,152.0,225,1,31-40 años,1
267252,male,33,1,3.0,0,< 1 year,yes,60262.0,124.0,237,1,31-40 años,1
267253,male,25,1,30.0,0,< 1 year,yes,20358.0,152.0,113,0,20-30 años,1
267254,female,59,1,28.0,0,1-2 year,yes,64854.0,26.0,212,1,51-60 años,1
267255,male,54,1,18.0,0,1-2 year,yes,25357.0,163.0,142,0,51-60 años,1
267256,female,41,1,33.0,0,1-2 year,yes,38381.0,26.0,148,0,41-50 años,1
267257,female,47,1,8.0,0,1-2 year,yes,41388.0,124.0,152,0,41-50 años,1
267258,male,54,1,29.0,0,1-2 year,yes,36760.0,124.0,56,0,51-60 años,1
267260,male,23,1,15.0,0,< 1 year,yes,31948.0,152.0,287,0,20-30 años,1
267262,male,53,1,8.0,0,1-2 year,yes,44489.0,125.0,262,0,51-60 años,1
267263,female,31,1,28.0,0,< 1 year,yes,45377.0,152.0,230,0,31-40 años,1
267264,male,31,1,41.0,0,1-2 year,yes,35997.0,154.0,57,0,31-40 años,1
267265,female,53,1,6.0,0,1-2 year,yes,28988.0,124.0,140,0,51-60 años,1
267266,male,49,1,26.0,0,1-2 year,yes,2630.0,156.0,72,0,41-50 años,1
267271,male,61,1,28.0,0,1-2 year,yes,2630.0,26.0,297,1,60+ años,1
267276,male,25,1,50.0,0,1-2 year,yes,2630.0,157.0,257,0,20-30 años,1
267278,male,30,1,28.0,0,1-2 year,yes,37105.0,156.0,82,1,20-30 años,1
267279,female,46,1,28.0,0,> 2 years,yes,45367.0,26.0,273,1,41-50 años,1
267280,female,39,1,8.0,0,1-2 year,yes,48192.0,156.0,114,0,31-40 años,1
267281,male,36,1,3.0,0,1-2 year,yes,22144.0,156.0,223,0,31-40 años,1
267283,male,68,1,12.0,0,1-2 year,yes,2630.0,26.0,24,0,60+ años,1
267285,male,72,1,28.0,0,1-2 year,yes,54655.0,3.0,262,0,60+ años,1
267288,male,52,1,28.0,0,1-2 year,yes,2630.0,156.0,52,0,51-60 años,1
267292,female,27,1,28.0,0,< 1 year,yes,61820.0,122.0,240,0,20-30 años,1
267293,male,57,1,28.0,0,1-2 year,yes,37317.0,124.0,93,0,51-60 años,1
267295,female,40,1,28.0,0,1-2 year,yes,37047.0,124.0,18,0,31-40 años,1
267299,female,54,1,28.0,0,1-2 year,yes,69856.0,124.0,123,0,51-60 años,1
267300,female,26,1,19.0,0,1-2 year,yes,40044.0,26.0,154,0,20-30 años,1
267303,female,36,1,28.0,0,1-2 year,yes,35518.0,122.0,13,0,31-40 años,1
267304,male,46,0,28.0,0,1-2 year,yes,22266.0,45.0,215,0,41-50 años,1
267305,male,58,1,22.0,0,1-2 year,yes,39506.0,26.0,63,1,51-60 años,1
267306,female,22,1,15.0,0,< 1 year,yes,25076.0,152.0,159,0,20-30 años,1
267309,female,22,1,24.0,0,< 1 year,yes,22549.0,152.0,60,0,20-30 años,1
267310,male,68,1,16.0,0,> 2 years,yes,30288.0,26.0,160,0,60+ años,1
267311,female,24,1,13.0,0,< 1 year,yes,27990.0,26.0,50,0,20-30 años,1
267312,female,41,1,21.0,0,1-2 year,yes,34306.0,157.0,91,0,41-50 años,1
267313,male,65,1,30.0,0,1-2 year,yes,2630.0,156.0,215,0,60+ años,1
267314,female,21,1,14.0,0,< 1 year,yes,23419.0,160.0,299,0,20-30 años,1
267316,male,51,1,41.0,0,1-2 year,yes,27888.0,26.0,18,1,51-60 años,1
267317,female,25,1,5.0,0,< 1 year,yes,27994.0,152.0,224,0,20-30 años,1
267323,male,38,1,28.0,0,1-2 year,yes,37158.0,124.0,280,0,31-40 años,1
267327,male,46,1,8.0,0,1-2 year,yes,34810.0,124.0,20,0,41-50 años,1
267328,male,22,1,15.0,0,< 1 year,yes,23160.0,152.0,150,0,20-30 años,1
267331,male,52,1,36.0,0,1-2 year,yes,2630.0,163.0,282,1,51-60 años,1
267333,male,63,1,46.0,0,1-2 year,yes,21080.0,154.0,27,0,60+ años,1
267338,female,53,1,29.0,0,1-2 year,yes,38158.0,124.0,56,0,51-60 años,1
267340,female,25,1,8.0,0,< 1 year,yes,33856.0,152.0,18,0,20-30 años,1
267343,female,20,1,50.0,0,< 1 year,yes,2630.0,156.0,102,0,20-30 años,1
267345,male,54,1,8.0,0,1-2 year,yes,34198.0,124.0,10,0,51-60 años,1
267346,female,49,1,28.0,0,1-2 year,yes,70592.0,26.0,261,0,41-50 años,1
267351,male,36,1,36.0,0,1-2 year,yes,35840.0,124.0,209,0,31-40 años,1
267354,male,33,1,3.0,0,1-2 year,yes,2630.0,124.0,42,1,31-40 años,1
267356,male,47,1,28.0,0,> 2 years,yes,2630.0,157.0,64,0,41-50 años,1
267357,male,29,1,15.0,0,< 1 year,yes,2630.0,152.0,154,0,20-30 años,1
267359,female,40,1,28.0,0,1-2 year,yes,2630.0,124.0,127,1,31-40 años,1
267361,male,35,1,23.0,0,1-2 year,yes,2630.0,26.0,229,0,31-40 años,1
267365,female,39,1,35.0,0,1-2 year,yes,58330.0,124.0,255,0,31-40 años,1
267368,female,21,1,15.0,0,< 1 year,yes,41414.0,152.0,59,0,20-30 años,1
267370,female,67,1,49.0,0,1-2 year,yes,2630.0,26.0,119,0,60+ años,1
267374,male,56,1,50.0,0,1-2 year,yes,53209.0,26.0,119,0,51-60 años,1
267375,female,21,1,32.0,0,< 1 year,yes,2630.0,160.0,255,0,20-30 años,1
267376,male,22,1,12.0,0,< 1 year,yes,32314.0,152.0,17,1,20-30 años,1
267380,female,25,1,15.0,0,< 1 year,yes,31889.0,152.0,91,0,20-30 años,1
267381,male,36,1,50.0,0,1-2 year,yes,33408.0,163.0,235,0,31-40 años,1
267382,female,21,1,50.0,0,< 1 year,yes,45885.0,152.0,250,0,20-30 años,1
267384,female,24,1,8.0,0,< 1 year,yes,30384.0,152.0,299,0,20-30 años,1
267385,male,71,1,0.0,0,1-2 year,yes,2630.0,122.0,102,0,60+ años,1
267386,female,43,1,28.0,0,1-2 year,yes,31091.0,31.0,224,1,41-50 años,1
267392,female,50,1,28.0,0,1-2 year,yes,28663.0,26.0,158,1,41-50 años,1
267393,female,39,1,48.0,0,1-2 year,yes,2630.0,163.0,96,0,31-40 años,1
267394,female,48,1,43.0,0,1-2 year,yes,36939.0,26.0,124,0,41-50 años,1
267396,male,62,1,28.0,0,1-2 year,yes,42854.0,124.0,111,0,60+ años,1
267398,female,49,1,28.0,0,1-2 year,yes,2630.0,156.0,245,0,41-50 años,1
267400,female,38,1,28.0,0,1-2 year,yes,24932.0,124.0,272,1,31-40 años,1
267401,male,46,1,8.0,0,1-2 year,yes,43188.0,124.0,33,0,41-50 años,1
267404,male,46,1,28.0,0,1-2 year,yes,39899.0,26.0,261,0,41-50 años,1
267405,male,27,1,28.0,0,< 1 year,yes,52514.0,122.0,231,0,20-30 años,1
267406,male,55,1,28.0,0,1-2 year,yes,35751.0,26.0,121,0,51-60 años,1
267408,female,22,1,8.0,0,< 1 year,yes,2630.0,152.0,122,0,20-30 años,1
267409,male,29,1,28.0,0,1-2 year,yes,2630.0,156.0,133,0,20-30 años,1
267412,female,26,1,50.0,0,< 1 year,yes,2630.0,156.0,292,0,20-30 años,1
267413,male,20,1,8.0,0,< 1 year,yes,34774.0,160.0,186,0,20-30 años,1
267416,male,45,1,28.0,0,1-2 year,yes,27302.0,122.0,118,0,41-50 años,1
267417,male,39,1,3.0,0,1-2 year,yes,21495.0,124.0,148,0,31-40 años,1
267421,female,64,1,13.0,0,1-2 year,yes,29271.0,26.0,264,1,60+ años,1
267422,female,50,1,46.0,0,1-2 year,yes,23802.0,124.0,124,0,41-50 años,1
267423,male,21,1,25.0,0,< 1 year,yes,30355.0,160.0,299,0,20-30 años,1
267425,female,21,1,27.0,0,< 1 year,yes,29144.0,160.0,197,0,20-30 años,1
267426,female,74,1,28.0,0,1-2 year,yes,30178.0,122.0,61,0,60+ años,1
267428,female,36,1,28.0,0,1-2 year,yes,46685.0,26.0,235,0,31-40 años,1
267432,male,20,1,8.0,0,< 1 year,yes,49747.0,160.0,230,0,20-30 años,1
267433,male,72,1,29.0,0,> 2 years,yes,2630.0,26.0,43,0,60+ años,1
267434,male,45,1,28.0,0,1-2 year,yes,29292.0,156.0,92,0,41-50 años,1
267435,female,53,1,50.0,0,1-2 year,yes,40777.0,8.0,152,0,51-60 años,1
267437,female,20,1,50.0,0,< 1 year,yes,42025.0,160.0,137,0,20-30 años,1
267438,male,52,1,48.0,0,1-2 year,yes,2630.0,26.0,176,1,51-60 años,1
267439,female,61,1,28.0,0,1-2 year,yes,36917.0,26.0,236,0,60+ años,1
267441,male,46,1,28.0,0,1-2 year,yes,42798.0,26.0,133,1,41-50 años,1
267444,female,72,1,28.0,0,1-2 year,yes,2630.0,26.0,76,0,60+ años,1
267447,female,25,1,36.0,0,< 1 year,yes,2630.0,152.0,212,0,20-30 años,1
267448,male,45,1,28.0,0,1-2 year,yes,24355.0,122.0,187,0,41-50 años,1
267453,female,46,1,46.0,0,1-2 year,yes,26553.0,4.0,200,0,41-50 años,1
267454,female,34,1,8.0,0,1-2 year,yes,48454.0,124.0,21,0,31-40 años,1
267458,male,42,1,28.0,0,1-2 year,yes,46482.0,26.0,196,1,41-50 años,1
267462,female,51,1,41.0,0,1-2 year,yes,20048.0,26.0,157,0,51-60 años,1
267466,male,71,1,43.0,0,1-2 year,yes,2630.0,157.0,196,0,60+ años,1
267468,female,60,1,28.0,0,> 2 years,yes,59698.0,124.0,249,0,51-60 años,1
267470,female,44,1,28.0,0,1-2 year,yes,32157.0,26.0,227,1,41-50 años,1
267471,male,23,1,46.0,0,< 1 year,yes,27953.0,26.0,198,0,20-30 años,1
267473,female,73,1,33.0,0,1-2 year,yes,50141.0,23.0,116,0,60+ años,1
267475,male,51,1,28.0,0,1-2 year,yes,34977.0,25.0,66,0,51-60 años,1
267477,female,74,1,28.0,0,1-2 year,yes,53986.0,26.0,23,1,60+ años,1
267479,female,49,1,23.0,0,1-2 year,yes,2630.0,26.0,226,0,41-50 años,1
267483,female,33,1,8.0,0,< 1 year,yes,40498.0,124.0,248,1,31-40 años,1
267484,female,34,1,8.0,0,1-2 year,yes,34391.0,124.0,173,0,31-40 años,1
267485,female,48,1,28.0,0,1-2 year,yes,39814.0,26.0,157,0,41-50 años,1
267488,male,41,1,36.0,0,1-2 year,yes,2630.0,156.0,277,0,41-50 años,1
267489,female,61,1,28.0,0,1-2 year,yes,23905.0,13.0,233,0,60+ años,1
267491,male,55,1,15.0,0,1-2 year,yes,2630.0,122.0,225,0,51-60 años,1
267493,female,24,1,15.0,0,< 1 year,yes,36194.0,152.0,140,0,20-30 años,1
267494,male,33,1,46.0,0,1-2 year,yes,32726.0,157.0,290,1,31-40 años,1
267495,female,39,1,28.0,0,1-2 year,yes,32410.0,26.0,166,1,31-40 años,1
267498,female,34,1,46.0,0,1-2 year,yes,41680.0,26.0,35,0,31-40 años,1
267500,male,24,1,32.0,0,< 1 year,yes,33793.0,152.0,36,0,20-30 años,1
267506,male,24,1,3.0,0,< 1 year,yes,47830.0,152.0,159,0,20-30 años,1
267509,male,54,1,28.0,0,1-2 year,yes,41979.0,26.0,227,0,51-60 años,1
267510,female,32,1,48.0,0,1-2 year,yes,2630.0,124.0,172,0,31-40 años,1
267511,male,45,1,25.0,0,1-2 year,yes,28679.0,124.0,155,0,41-50 años,1
267512,female,51,1,41.0,0,1-2 year,yes,28197.0,122.0,44,0,51-60 años,1
267513,male,61,1,6.0,0,1-2 year,yes,35315.0,124.0,184,0,60+ años,1
267514,female,26,1,42.0,0,< 1 year,yes,2630.0,160.0,14,0,20-30 años,1
267515,male,43,1,34.0,0,1-2 year,yes,38684.0,124.0,271,1,41-50 años,1
267516,female,76,1,28.0,0,1-2 year,yes,31434.0,25.0,147,0,60+ años,1
267517,male,34,1,46.0,0,1-2 year,yes,30353.0,124.0,21,0,31-40 años,1
267522,female,20,1,15.0,0,< 1 year,yes,37588.0,160.0,110,0,20-30 años,1
267525,male,56,1,28.0,0,1-2 year,yes,27502.0,13.0,115,1,51-60 años,1
267526,female,46,1,28.0,0,1-2 year,yes,33465.0,26.0,255,0,41-50 años,1
267527,male,36,1,28.0,0,1-2 year,yes,27171.0,124.0,246,1,31-40 años,1
267528,male,44,1,28.0,0,> 2 years,yes,31126.0,26.0,29,0,41-50 años,1
267529,male,24,1,8.0,0,< 1 year,yes,35434.0,152.0,92,0,20-30 años,1
267531,male,48,1,3.0,0,1-2 year,yes,2630.0,26.0,152,0,41-50 años,1
267532,male,48,1,41.0,0,> 2 years,yes,27918.0,26.0,151,0,41-50 años,1
267533,male,65,1,15.0,0,1-2 year,yes,28433.0,124.0,44,0,60+ años,1
267540,female,31,1,17.0,0,< 1 year,yes,39834.0,26.0,274,0,31-40 años,1
267541,male,49,1,28.0,0,1-2 year,yes,47802.0,26.0,152,1,41-50 años,1
267543,female,20,1,8.0,0,< 1 year,yes,37242.0,160.0,77,0,20-30 años,1
267544,female,54,1,46.0,0,1-2 year,yes,2630.0,124.0,16,1,51-60 años,1
267545,male,39,1,21.0,0,1-2 year,yes,25467.0,155.0,284,0,31-40 años,1
267546,male,42,1,28.0,0,1-2 year,yes,31143.0,29.0,27,1,41-50 años,1
267548,male,59,1,28.0,0,1-2 year,yes,39959.0,124.0,206,0,51-60 años,1
267550,female,67,1,13.0,0,> 2 years,yes,37036.0,124.0,43,0,60+ años,1
267551,female,40,1,28.0,0,1-2 year,yes,33666.0,124.0,80,1,31-40 años,1
267552,male,59,1,15.0,0,1-2 year,yes,32333.0,26.0,238,0,51-60 años,1
267556,male,25,1,37.0,0,< 1 year,yes,35170.0,152.0,224,0,20-30 años,1
267561,male,61,1,11.0,0,1-2 year,yes,27237.0,124.0,168,0,60+ años,1
267564,female,30,1,45.0,0,1-2 year,yes,19762.0,26.0,38,0,20-30 años,1
267570,male,51,1,30.0,0,> 2 years,yes,25553.0,26.0,258,1,51-60 años,1
267572,male,29,1,8.0,0,1-2 year,yes,2630.0,156.0,275,1,20-30 años,1
267574,male,50,1,28.0,0,1-2 year,yes,31484.0,124.0,93,0,41-50 años,1
267577,male,54,1,24.0,0,1-2 year,yes,52560.0,124.0,185,0,51-60 años,1
267578,female,38,1,28.0,0,1-2 year,yes,49383.0,124.0,209,0,31-40 años,1
267579,male,54,1,14.0,0,1-2 year,yes,24566.0,26.0,291,0,51-60 años,1
267586,male,65,1,39.0,0,1-2 year,yes,27671.0,124.0,209,1,60+ años,1
267589,female,36,1,28.0,0,1-2 year,yes,35807.0,55.0,154,0,31-40 años,1
267590,female,26,1,28.0,0,< 1 year,yes,26863.0,152.0,121,1,20-30 años,1
267595,male,44,1,24.0,0,1-2 year,yes,38651.0,122.0,281,0,41-50 años,1
267598,female,22,1,4.0,0,< 1 year,yes,28750.0,152.0,76,0,20-30 años,1
267601,female,24,1,30.0,0,< 1 year,yes,15527.0,152.0,144,0,20-30 años,1
267603,male,77,1,48.0,0,1-2 year,yes,2630.0,26.0,110,0,60+ años,1
267604,male,45,1,28.0,0,1-2 year,yes,35277.0,26.0,141,0,41-50 años,1
267605,male,31,1,43.0,0,1-2 year,yes,2630.0,124.0,171,0,31-40 años,1
267609,female,22,1,30.0,0,< 1 year,yes,24418.0,152.0,283,0,20-30 años,1
267610,female,24,1,35.0,0,< 1 year,yes,26499.0,152.0,260,0,20-30 años,1
267613,female,60,1,46.0,0,1-2 year,yes,31524.0,124.0,86,0,51-60 años,1
267615,male,68,1,28.0,0,> 2 years,yes,45064.0,26.0,243,0,60+ años,1
267617,female,43,1,28.0,0,1-2 year,yes,33952.0,26.0,200,0,41-50 años,1
267620,male,46,1,23.0,0,1-2 year,yes,22906.0,154.0,293,0,41-50 años,1
267622,female,55,1,34.0,0,1-2 year,yes,36452.0,124.0,269,1,51-60 años,1
267624,male,34,1,7.0,0,1-2 year,yes,57111.0,157.0,37,0,31-40 años,1
267626,female,36,1,9.0,0,1-2 year,yes,2630.0,26.0,216,0,31-40 años,1
267627,male,44,1,28.0,0,1-2 year,yes,31108.0,124.0,172,1,41-50 años,1
267628,female,39,1,37.0,0,1-2 year,yes,31170.0,124.0,59,0,31-40 años,1
267632,male,42,1,28.0,0,1-2 year,yes,44434.0,26.0,51,0,41-50 años,1
267633,female,22,1,5.0,0,< 1 year,yes,26436.0,152.0,20,0,20-30 años,1
267636,male,23,1,15.0,0,< 1 year,yes,52842.0,152.0,182,0,20-30 años,1
267637,male,57,1,28.0,0,1-2 year,yes,49403.0,26.0,222,0,51-60 años,1
267639,male,20,1,47.0,0,< 1 year,yes,40754.0,160.0,154,0,20-30 años,1
267640,male,52,1,28.0,0,1-2 year,yes,42444.0,26.0,167,0,51-60 años,1
267644,female,52,1,28.0,0,1-2 year,yes,39485.0,103.0,262,0,51-60 años,1
267646,male,21,1,8.0,0,< 1 year,yes,23530.0,152.0,93,0,20-30 años,1
267647,female,51,1,28.0,0,> 2 years,yes,2630.0,124.0,268,0,51-60 años,1
267648,male,43,1,28.0,0,1-2 year,yes,41765.0,124.0,128,0,41-50 años,1
267651,female,53,1,41.0,0,1-2 year,yes,38094.0,26.0,265,1,51-60 años,1
267655,female,32,1,2.0,0,< 1 year,yes,26333.0,152.0,214,0,31-40 años,1
267656,male,21,1,25.0,0,< 1 year,yes,26779.0,160.0,42,0,20-30 años,1
267660,male,33,1,12.0,0,1-2 year,yes,31326.0,124.0,111,1,31-40 años,1
267663,male,48,1,50.0,0,1-2 year,yes,31517.0,8.0,163,0,41-50 años,1
267664,male,40,1,28.0,0,1-2 year,yes,35057.0,122.0,76,0,31-40 años,1
267665,male,43,1,28.0,0,> 2 years,yes,39985.0,124.0,21,1,41-50 años,1
267668,female,52,1,19.0,0,> 2 years,yes,30622.0,26.0,62,0,51-60 años,1
267670,female,52,1,28.0,0,> 2 years,yes,53931.0,26.0,146,0,51-60 años,1
267675,male,48,1,49.0,0,1-2 year,yes,35022.0,26.0,276,0,41-50 años,1
267676,female,25,1,8.0,0,< 1 year,yes,35232.0,152.0,83,0,20-30 años,1
267677,female,43,1,28.0,0,1-2 year,yes,35684.0,26.0,118,1,41-50 años,1
267678,male,42,1,41.0,0,1-2 year,yes,26979.0,124.0,216,0,41-50 años,1
267679,female,22,1,26.0,0,< 1 year,yes,44815.0,152.0,192,0,20-30 años,1
267680,male,37,1,35.0,0,1-2 year,yes,42513.0,124.0,165,0,31-40 años,1
267681,male,43,1,8.0,0,1-2 year,yes,2630.0,124.0,262,0,41-50 años,1
267682,male,21,1,3.0,0,< 1 year,yes,2630.0,160.0,165,0,20-30 años,1
267685,male,42,1,50.0,0,1-2 year,yes,33384.0,124.0,174,0,41-50 años,1
267686,male,60,1,19.0,0,1-2 year,yes,31667.0,154.0,282,1,51-60 años,1
267687,male,48,1,38.0,0,1-2 year,yes,2630.0,26.0,78,0,41-50 años,1
267692,male,42,1,46.0,0,> 2 years,yes,26672.0,124.0,212,1,41-50 años,1
267693,male,39,1,46.0,0,1-2 year,yes,22345.0,124.0,268,0,31-40 años,1
267694,male,43,1,28.0,0,1-2 year,yes,23433.0,152.0,252,0,41-50 años,1
267695,male,23,1,13.0,0,< 1 year,yes,13746.0,151.0,163,0,20-30 años,1
267697,male,24,1,15.0,0,< 1 year,yes,35362.0,152.0,189,0,20-30 años,1
267698,female,25,1,9.0,0,< 1 year,yes,24744.0,152.0,294,1,20-30 años,1
267699,male,75,1,28.0,0,> 2 years,yes,36939.0,124.0,179,0,60+ años,1
267701,female,70,1,28.0,0,> 2 years,yes,41186.0,26.0,154,1,60+ años,1
267702,male,26,1,36.0,0,< 1 year,yes,2630.0,152.0,233,0,20-30 años,1
267703,male,43,1,28.0,0,1-2 year,yes,43076.0,124.0,119,0,41-50 años,1
267705,male,55,1,28.0,0,> 2 years,yes,59092.0,26.0,259,1,51-60 años,1
267707,female,40,1,8.0,0,1-2 year,yes,34055.0,124.0,158,0,31-40 años,1
267709,male,21,1,36.0,0,< 1 year,yes,34223.0,160.0,113,0,20-30 años,1
267711,male,69,1,33.0,0,1-2 year,yes,42695.0,124.0,135,0,60+ años,1
267712,female,48,1,36.0,0,1-2 year,yes,43472.0,26.0,171,0,41-50 años,1
267713,male,32,1,45.0,0,1-2 year,yes,26087.0,124.0,227,1,31-40 años,1
267715,male,58,1,8.0,0,1-2 year,yes,46408.0,7.0,16,0,51-60 años,1
267716,male,50,1,38.0,0,1-2 year,yes,34841.0,156.0,146,1,41-50 años,1
267718,male,56,1,8.0,0,1-2 year,yes,37295.0,26.0,173,0,51-60 años,1
267719,male,47,1,46.0,0,1-2 year,yes,41377.0,124.0,207,0,41-50 años,1
267722,male,36,1,39.0,0,1-2 year,yes,30589.0,124.0,220,1,31-40 años,1
267731,female,43,1,4.0,0,1-2 year,yes,31606.0,26.0,121,1,41-50 años,1
267734,male,28,1,8.0,0,1-2 year,yes,43852.0,157.0,69,0,20-30 años,1
267735,female,24,1,28.0,0,< 1 year,yes,23752.0,152.0,185,0,20-30 años,1
267736,female,20,1,10.0,0,< 1 year,yes,2630.0,156.0,201,1,20-30 años,1
267737,male,34,1,12.0,0,1-2 year,yes,2630.0,157.0,284,1,31-40 años,1
267739,male,49,1,7.0,0,1-2 year,yes,46596.0,26.0,133,0,41-50 años,1
267741,male,22,1,15.0,0,< 1 year,yes,38423.0,152.0,294,0,20-30 años,1
267743,male,62,1,28.0,0,> 2 years,yes,53092.0,124.0,247,0,60+ años,1
267745,female,55,1,8.0,0,> 2 years,yes,32717.0,124.0,210,0,51-60 años,1
267747,male,46,1,28.0,0,1-2 year,yes,33026.0,26.0,108,1,41-50 años,1
267748,female,49,1,28.0,0,1-2 year,yes,21330.0,55.0,94,1,41-50 años,1
267749,female,21,1,3.0,0,< 1 year,yes,26410.0,160.0,122,0,20-30 años,1
267750,female,50,1,28.0,0,> 2 years,yes,46558.0,26.0,296,0,41-50 años,1
267753,male,52,1,11.0,0,> 2 years,yes,29941.0,26.0,111,0,51-60 años,1
267754,male,59,1,42.0,0,1-2 year,yes,40797.0,26.0,276,1,51-60 años,1
267759,male,77,1,8.0,0,1-2 year,yes,37596.0,26.0,289,1,60+ años,1
267768,male,45,1,28.0,0,1-2 year,yes,33502.0,122.0,145,0,41-50 años,1
267769,female,46,1,8.0,0,1-2 year,yes,2630.0,26.0,248,0,41-50 años,1
267770,female,44,1,28.0,0,> 2 years,yes,24424.0,26.0,160,0,41-50 años,1
267772,male,29,1,35.0,0,< 1 year,yes,33408.0,152.0,22,1,20-30 años,1
267777,male,59,1,38.0,0,> 2 years,yes,34793.0,124.0,154,1,51-60 años,1
267784,male,62,1,28.0,0,1-2 year,yes,2630.0,156.0,247,0,60+ años,1
267790,male,40,1,8.0,0,1-2 year,yes,39557.0,124.0,103,1,31-40 años,1
267791,female,44,1,33.0,0,1-2 year,yes,47213.0,26.0,69,0,41-50 años,1
267793,male,33,1,28.0,0,1-2 year,yes,40354.0,154.0,257,1,31-40 años,1
267794,female,38,1,28.0,0,1-2 year,yes,33456.0,124.0,82,0,31-40 años,1
267796,male,29,1,29.0,0,< 1 year,yes,2630.0,163.0,102,1,20-30 años,1
267801,female,35,1,21.0,0,1-2 year,yes,26935.0,152.0,182,0,31-40 años,1
267803,female,33,1,35.0,0,< 1 year,yes,21327.0,152.0,161,0,31-40 años,1
267804,male,33,1,48.0,0,< 1 year,yes,2630.0,26.0,12,0,31-40 años,1
267809,female,59,1,27.0,0,1-2 year,yes,27465.0,4.0,213,0,51-60 años,1
267811,male,71,1,28.0,0,1-2 year,yes,2630.0,26.0,183,0,60+ años,1
267813,female,42,1,6.0,0,1-2 year,yes,29710.0,124.0,253,0,41-50 años,1
267815,male,48,1,35.0,0,1-2 year,yes,27210.0,26.0,25,0,41-50 años,1
267816,female,24,1,8.0,0,< 1 year,yes,41909.0,152.0,246,0,20-30 años,1
267824,male,70,1,50.0,0,1-2 year,yes,40115.0,8.0,262,0,60+ años,1
267825,male,70,1,28.0,0,> 2 years,yes,45136.0,26.0,13,1,60+ años,1
267826,male,35,1,28.0,0,> 2 years,yes,47285.0,26.0,204,0,31-40 años,1
267827,male,40,1,28.0,0,1-2 year,yes,31885.0,124.0,46,0,31-40 años,1
267832,female,57,1,47.0,0,1-2 year,yes,25491.0,156.0,45,0,51-60 años,1
267836,male,62,1,28.0,0,1-2 year,yes,26196.0,26.0,165,0,60+ años,1
267837,male,43,1,13.0,0,1-2 year,yes,28352.0,124.0,107,0,41-50 años,1
267839,male,48,1,41.0,0,1-2 year,yes,2630.0,157.0,23,1,41-50 años,1
267841,female,26,1,8.0,0,< 1 year,yes,48025.0,152.0,219,0,20-30 años,1
267842,male,54,1,20.0,0,1-2 year,yes,2630.0,19.0,11,0,51-60 años,1
267844,male,41,1,29.0,0,1-2 year,yes,2630.0,26.0,52,0,41-50 años,1
267846,male,60,1,30.0,0,1-2 year,yes,2630.0,124.0,78,1,51-60 años,1
267848,male,51,1,41.0,0,1-2 year,yes,2630.0,12.0,95,0,51-60 años,1
267855,female,46,1,11.0,0,1-2 year,yes,2630.0,156.0,175,0,41-50 años,1
267856,male,49,1,28.0,0,1-2 year,yes,37498.0,26.0,46,0,41-50 años,1
267857,female,50,1,28.0,0,1-2 year,yes,52033.0,26.0,117,1,41-50 años,1
267860,female,41,1,18.0,0,1-2 year,yes,31746.0,124.0,241,0,41-50 años,1
267861,male,24,1,28.0,0,< 1 year,yes,27791.0,160.0,124,0,20-30 años,1
267862,female,69,0,24.0,0,> 2 years,yes,30674.0,124.0,212,0,60+ años,1
267865,female,23,1,28.0,0,< 1 year,yes,33758.0,124.0,82,0,20-30 años,1
267872,male,23,1,28.0,0,< 1 year,yes,44423.0,160.0,158,1,20-30 años,1
267876,female,44,1,28.0,0,> 2 years,yes,35055.0,26.0,87,1,41-50 años,1
